Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,Mode,TStep,Comment
2351,SK7CY,1297.200000,-,6.000000,,88.5,88.5,FM,12.5,Helsingborg
2352,SK7EM/R,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Blentarp / Romeleåsen
2353,SK7FK/R,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Karlskrona
2354,SK7GH/R,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Värnamo
2355,SK7HR/R,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Nässjö
2356,SK7HW/R,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Växjö / Hollstorp
2357,SK7IJ/R,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Vetlanda
2358,SK7IJ/R,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Vetlanda
2359,SK7JC/R,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Olofström
2360,SK7JD/R,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Västervik
2361,SK7MO/R,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Ljungby
2362,SK7OL/R,145.787500,-,0.600000,,88.5,88.5,FM,12.5,Hallandsåsen
2363,SK7RBK,434.950000,-,2.000000,,88.5,88.5,FM,12.5,Hässleholm / Bjärnum
2364,SK7RBK,145.762500,-,0.600000,,88.5,88.5,FM,12.5,Hässleholm / Bjärnum
2365,SK7REE,434.650000,-,2.000000,,88.5,88.5,FM,12.5,Helsingborg / Söderåsen
2366,SK7REE,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Helsingborg / Söderåsen
2367,SK7REE/R,51.850000,-,0.600000,,88.5,88.5,FM,12.5,Helsingborg / Söderåsen
2368,SK7REP,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Lund / Harderberga
2369,SK7REP,1297.175000,-,6.000000,,88.5,88.5,FM,12.5,Malmö
2370,SK7REZ,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Blentarp / Romeleåsen
2371,SK7RFH,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Nässjö
2372,SK7RFH,1297.050000,-,6.000000,,88.5,88.5,FM,12.5,Nässjö
2373,SK7RFJ,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Karlskrona
2374,SK7RGI,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Jönköping / Taberg
2375,SK7RGI,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Huskvarna
2376,SK7RGI,29.680000,-,0.100000,,88.5,88.5,FM,12.5,Huskvarna
2377,SK7RGM,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Olofström / Boafallsbacke
2378,SK7RIH,51.910000,-,0.600000,,88.5,88.5,FM,12.5,Oskarshamn
2379,SK7RIH,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Oskarshamn
2380,SK7RIH/R,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Oskarshamn
2381,SK7RJL/R,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Lund
2382,SK7RMV,145.762500,-,0.600000,,88.5,88.5,FM,12.5,Hultsfred / Gåskullen
2383,SK7RN/R,145.662500,-,0.600000,,88.5,88.5,FM,12.5,Borgholm
2384,SK7RN/R,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Böda (Norra Öland)
2385,SK7RN/R,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Böda (Norra Öland)
2386,SK7RNO,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Borgholm / Köpingsvik
2387,SK7RNQ,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Vitaby
2388,SK7ROQ,434.887500,-,2.000000,,88.5,88.5,FM,12.5,Gladsax
2389,SK7RRV,434.900000,-,1.000000,,88.5,88.5,FM,12.5,Lönsboda
2390,SK7RYR,145.687500,-,0.600000,,88.5,88.5,FM,12.5,Gnosjö
2391,SK7UO/R,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Emmaboda
2392,SL0ZS/R,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Stockholm / Västberga
2393,SL0ZS/R,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Stockholm / Västberga
2394,SL1ZXK/R,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Slite
2395,SL2ZA/R,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Umeå / Ersmarksberget
2396,SL3ZB,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Härnösand
2397,SL5ZAM/R,145.762500,-,0.600000,,88.5,88.5,FM,12.5,Motala
2398,SL5ZYT/R,434.950000,-,2.000000,,88.5,88.5,FM,12.5,Norrköping
2399,SL6BH/R,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Halmstad
2400,SL6ZAQ,145.637500,-,0.600000,,88.5,88.5,FM,12.5,Uddevalla
2401,SL6ZYW/R,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Billingsfors
2402,SL7ZXW/R,145.687500,-,0.600000,,88.5,88.5,FM,12.5,Nybro
2403,SM0HGS/R,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Skärholmen
2404,SM0MMO/R,145.662500,-,0.600000,,88.5,88.5,FM,12.5,Tullinge
2405,SM0OEK,434.975000,-,2.000000,,88.5,88.5,FM,12.5,Spånga
2406,SM0OFV/R,145.762500,-,0.600000,,88.5,88.5,FM,12.5,Solna
2407,SM0RDZ,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Brottby
2408,SM0WAJ/R,434.650000,-,2.000000,,88.5,88.5,FM,12.5,Johanneshov
2409,SM0WAJ/R,434.837500,-,2.000000,,88.5,88.5,FM,12.5,Stockholm
2410,SM0WAJ/R,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Stockholm / Skärholmen
2411,SM0WHP/R,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Stockholm / Sollentuna
2412,SM0YIX/R,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Stockholm / Söder
2413,SM1NVP/R,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Klintehamn
2414,SM2KOT/R,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Kristineberg / Hornberget
2415,SM2KXX,434.775000,-,1.000000,,88.5,88.5,FM,12.5,Lycksele
2416,SM2NLD/R,434.750000,-,1.000000,,88.5,88.5,FM,12.5,Storuman
2417,SM2TBQ/R,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Fatmomakke
2418,SM3LEI/R,434.650000,+,1.000000,,88.5,88.5,FM,12.5,Årsunda
2419,SM3VAC/R,434.950000,-,1.000000,,88.5,88.5,FM,12.5,Nyland
2420,SM3VAC/R,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Nyland
2421,SM3VFO/R,145.637500,-,0.600000,,88.5,88.5,FM,12.5,Sundsvall
2422,SM3XOH/R,145.787500,-,0.600000,,88.5,88.5,FM,12.5,Torpshammar
2423,SM3XRJ,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Kramfors
2424,SM4EFQ,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Filipstad / Storhöjden
2425,SM4JDP,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Mora
2426,SM4JDP,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Mora
2427,SM4JDP/R,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Mora
2428,SM5DWC/R,51.890000,-,0.600000,,88.5,88.5,FM,12.5,Linköping
2429,SM5DWC/R,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Södertälje
2430,SM5DWC/R,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Linköping
2431,SM5RYI/R,145.712500,-,0.600000,,88.5,88.5,FM,12.5,Sala
2432,SM5USM/R,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Vingåker
2433,SM5YMS/R,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Linköping
2434,SM5YMS/R,51.830000,-,0.600000,,88.5,88.5,FM,12.5,Linköping
2435,SM5YMT/R,145.662500,-,0.600000,,88.5,88.5,FM,12.5,Ljungsbro
2436,SM6CYJ/R,434.950000,-,2.000000,,88.5,88.5,FM,12.5,Kinnekulle
2437,SM6FBD/R,434.775000,-,2.000000,,88.5,88.5,FM,12.5,Skene
2438,SM6MFA/R,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Vänersborg
2439,SM6UXW/R,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Ulricehamn
2440,SM6UXW/R,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Ulricehamn
2441,SM6VBT/R,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Mölndal
2442,SM6VBT/R,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Mölndal
2443,SM6VBT/R,29.690000,-,0.100000,,88.5,88.5,FM,12.5,Mölndal
2444,SM6WVY/R,434.650000,-,2.000000,,88.5,88.5,FM,12.5,Ulricehamn / Blidsberg
2445,SM6XTV/R,145.712500,-,0.600000,,88.5,88.5,FM,12.5,Stenungsund
2446,SM6YOF/R,434.950000,-,2.000000,,88.5,88.5,FM,12.5,Göteborg / Torslanda
2447,SM7GYT/R,434.812500,-,2.000000,,88.5,88.5,FM,12.5,Eslöv
2448,SM7JPI/R,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Asarum
2449,SM7LNT/R,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Mörrum
2450,SM7NTJ/R,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Aneby
2451,SM7NTJ/R,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Aneby
2452,SM7TYU/R,434.975000,-,2.000000,,88.5,88.5,DV,12.5,Jönköping
2453,SM7UBU/R,434.775000,-,2.000000,,88.5,88.5,FM,12.5,Tranås
2454,SM7XCO/R,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Lyby
2455,SM7YWE/R,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Karlskrona
2456,TF1RPB,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Reykjavik / Blafjoll
2457,TF1RPE,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Burfell
2458,TF3RPA,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Reykjavik / Skalafell
2459,TF3RPC,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Reykjavik
2460,TF3RPI,439.950000,-,5.000000,,88.5,88.5,DV,12.5,Reykjavik / Blafjoll
2461,TF5RPD,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Akureyri / Vadlaheidi
2467,UR0DUM,438.700000,-,7.600000,Tone,79.7,79.7,FM,12.5,Uzhhorod
2468,UR0DVA,145.675000,-,0.600000,Tone,173.8,88.5,FM,12.5,Uzhhorod
2469,UR0DVD,145.700000,-,0.600000,Tone,79.7,79.7,FM,12.5,Uzhhorod
2471,UR0KUC,439.400000,-,7.600000,Tone,77.0,88.5,FM,12.5,
2472,UR0KVB,145.637500,-,0.600000,,88.5,88.5,FM,12.5,Rivne
2473,UR0QVA,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Zaporizhzhia
2477,UR0WUA,438.800000,-,7.600000,Tone,82.5,82.5,FM,12.5,Lviv
2480,UR0WVC,145.650000,-,0.600000,Tone,85.4,88.5,FM,12.5,Lviv
2483,UR5WAT,434.700000,+,0.000000,Tone,82.5,88.5,FM,12.5,LVIV
2484,UR5WLA,438.800000,-,7.600000,,88.5,88.5,FM,12.5,LVIV
2485,YL2EM/R,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Rēzekne
2486,YL2RLI,145.750000,-,0.600000,Tone,88.5,88.5,FM,12.5,Dunalka
2487,YL2RMK,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Riga
2488,YL3GO/R,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Daugavpils
2490,YL3RGE,145.075000,+,0.600000,,88.5,88.5,FM,12.5,Māļi
2492,YO5D,145.050000,+,0.600000,,88.5,88.5,FM,12.5,Bârgău Mountains, Heniu Mare
2493,YO5M,145.162500,+,0.600000,,88.5,88.5,FM,12.5,Gutâi Mountains, Igniș
2494,YO5N,145.150000,+,0.600000,,88.5,88.5,FM,12.5,Satu Mare
2495,YO5V,438.975000,-,7.600000,,88.5,88.5,FM,12.5,
2496,YO8D,145.100000,+,0.600000,,88.5,88.5,FM,12.5,IBANESTI
2497,YO8M,145.037500,+,0.600000,,88.5,88.5,FM,12.5,IASI
2498,YO8N,145.000000,+,0.600000,,88.5,88.5,FM,12.5,Ceahlău Massif, Toaca
2499,YO8R,145.175000,+,0.600000,Tone,77.0,77.0,FM,12.5,Rarau Mountains
